Cost Center	Subject	Training Type	Course Code	Training Title	Session ID	Facility	Training Attendee Status	Registration Date	Transcript Assigned Date	Training Due Date	Part Name	Part Start Time	Part End Time	Part Time Zone	Completion Date	Last Transcript Status Change Date	Time in Training	Training Hours	Credit Hours	Provider	Version Number
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:29						2/12/2025 15:30	5/13/2025 12:29	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:29	5/13/2025 12:29		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:29	90	1.5	0	[SRI-Delhi]HR	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Practice Exam AWS Certified Solutions Architect Professional			In Progress	1/3/2025 21:34									0	0	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:40	4/8/2025 8:40						5/15/2025 9:40	5/15/2025 9:40	17	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified SysOps Administrator Associate 2025			In Progress	5/28/2025 21:35									0	26.4	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:29	2/2/2025 3:29							2/2/2025 3:29	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 12:30						2/24/2025 17:00	5/23/2025 12:30	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:29	5/13/2025 12:29		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:29	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 12:30	5/23/2025 12:30		Behavioural Training | Creativity & Innovation | Design Thinking Awareness	2/24/2025 15:00	2/24/2025 17:00	IST	2/24/2025 17:00	5/23/2025 12:30	120	2	0	[SRI-Delhi]HR	1
	 [Software Tools], [Software Tools] Java, Expertise	Online Content		Java from Basics to Advanced			In Progress	6/2/2025 21:34									98	31.3	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Spring, Expertise	Online Content		Learn Fundamentals and Basics of Spring boot			In Progress	6/6/2025 21:36									26	28.25	0	(Udemy) ???	
	 [Software Tools], [Software Tools] Java, Expertise	Online Content		Learn Java Unit Testing with Junit & Mockito in 30 Steps			In Progress	5/16/2025 1:12									12	5.02	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:40	4/8/2025 8:40						5/20/2025 14:45	5/20/2025 14:45	13	0.25	0	(SEU) Sales&Marketing School	1
	 [Software R&D], [Software R&D] Application development, Expertise	Online Content		Testing Java: JUnit 5, Mockito, Testcontainers, REST Assured			In Progress	5/16/2025 3:20									148	10.62	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 3:30	2/2/2025 3:30						4/9/2025 16:21	4/9/2025 16:21	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 11:35						3/28/2025 16:15	5/14/2025 11:35	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:29	5/13/2025 12:29		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:29	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:26	5/14/2025 11:26		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:26	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:35	5/14/2025 11:35		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:35	72090	1.5	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/7/2025 14:12	4/7/2025 14:12						4/8/2025 14:38	4/8/2025 14:38	42	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 3:30	2/2/2025 3:30						4/29/2025 13:18	4/29/2025 13:18	0	4	0	(SEU) S/W School	1
	 [Software Tools], Expertise	Online Content		Istio Hands-On for Kubernetes			In Progress	6/6/2025 8:02									6	13.55	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Kubernetes Hands-On - Deploy Microservices to the AWS Cloud			In Progress	6/6/2025 8:12									422	28.87	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:40	4/8/2025 8:40						5/23/2025 11:50	5/23/2025 11:50	107	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:30	2/2/2025 3:30							2/2/2025 3:30	0	4	0	(SEU) S/W School	1
	 [Functional Competency], [Functional Competency] Business acumen, Expertise	Online Content		A Complete Beginner's Guide to Industry 4.0			In Progress	1/16/2025 13:51									3	26.73	0	(Udemy) ???	
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 11:45						3/25/2025 17:00	5/23/2025 11:45	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 11:45	5/23/2025 11:45		Behavioural Training | Creativity & Innovation | Design Thinking Awareness	3/25/2025 15:00	3/25/2025 17:00	IST	3/25/2025 17:00	5/23/2025 11:45	120	2	0	[SRI-Delhi]HR	1
	 [Functional Competency], [Functional Competency] Business acumen, Expertise	Online Content		Do-It-Yourself Patent Searching Using Free Web Resources			Completed	1/18/2025 21:40							2/28/2025 17:41	2/28/2025 17:41	93	1.37	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Generative AI for Beginners			In Progress	2/7/2025 16:22									20	3.53	0	(Udemy) ???	
	 [Functional Competency], [Functional Competency] Financial acumen, Expertise	Online Content		Metaverse Masterclass- Learn Everything about the Metaverse!			In Progress	1/16/2025 14:00									193	3.37	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:40	4/8/2025 8:40						5/20/2025 12:13	5/20/2025 12:13	15	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:33	2/2/2025 3:33							2/2/2025 3:33	0	4	0	(SEU) S/W School	1
	 [Sales], [Sales] B2C sales, Expertise	Online Class		Sales Management Foundations			In Progress	4/22/2025 23:48	4/22/2025 23:48							4/22/2025 23:48	0	1	0	(LinkedIn Learning) ???? ??	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						4/22/2025 23:43	4/22/2025 23:43	12	0.25	0	(SEU) Sales&Marketing School	1
	 [Manufacturing], Expertise	Curriculum		SCM Basic			In Progress	4/4/2025 14:09	4/4/2025 14:09							4/4/2025 14:09	0	4.43	0	(SEU) Production School	47
		External Content		Stanford CS229 : Machine Learning Course			Completed	4/22/2025 23:45	4/22/2025 23:45						4/22/2025 23:46	4/22/2025 23:46	0	42	0	External Content	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:33	2/2/2025 3:33							2/2/2025 3:33	0	4	0	(SEU) S/W School	1
	 [Functional Competency], Expertise	Curriculum		[L1] Air Interface and Optimization (NW Biz GSC)			In Progress	3/27/2025 19:48	3/27/2025 19:48							3/27/2025 19:48	0	10.42	0	[SIEL-S]HR	14
	 Expertise	Video		4G 5G DT Pre Check  V1			Completed	3/27/2025 19:54	3/27/2025 19:54						3/27/2025 19:54	3/27/2025 19:54	0	0.5	0	[SIEL-S]HR	
	 Expertise	Video		4G KPI Part1			Completed	3/27/2025 19:48	3/27/2025 19:48						3/27/2025 19:49	3/27/2025 19:49	0	0.58	0	[SIEL-S]HR	
	 Expertise	Video		4G KPI Part2			Completed	3/27/2025 19:49	3/27/2025 19:49						3/27/2025 19:49	3/27/2025 19:49	0	0.58	0	[SIEL-S]HR	
		Test		5G RF & Optimization  L1 Test for GSC			In Progress	3/27/2025 19:54	3/27/2025 19:54							3/27/2025 19:54	2	1	1	[SIEL-S]HR	3
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization Part 2			Completed	3/27/2025 19:50	3/27/2025 19:50						3/27/2025 19:50	3/27/2025 19:50	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization Part 4			Completed	3/27/2025 19:51	3/27/2025 19:51						3/27/2025 19:51	3/27/2025 19:51	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization Part 5			Completed	3/27/2025 19:51	3/27/2025 19:51						3/27/2025 19:52	3/27/2025 19:52	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization Part 6			Completed	3/27/2025 19:52	3/27/2025 19:52						3/27/2025 19:52	3/27/2025 19:52	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization Part 7			Completed	3/27/2025 19:52	3/27/2025 19:52						3/27/2025 19:53	3/27/2025 19:53	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization Part 8			Completed	3/27/2025 19:53	3/27/2025 19:53						3/27/2025 19:53	3/27/2025 19:53	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC 5G NR Air Interface and Optimization part3			Completed	3/27/2025 19:50	3/27/2025 19:50						3/27/2025 19:51	3/27/2025 19:51	0	0.83	0	[SIEL-S]HR	
	 [Functional Competency], Expertise	Video		GSC-5G NR Air Interface and Optimization part1			Completed	3/27/2025 19:49	3/27/2025 19:49						3/27/2025 19:50	3/27/2025 19:50	0	0.83	0	[SIEL-S]HR	
	 Expertise	Video		KPI Pre-Post Comparison Concept V2			Completed	3/27/2025 19:54	3/27/2025 19:54						3/27/2025 19:54	3/27/2025 19:54	0	0.5	0	[SIEL-S]HR	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/29/2025 15:17	5/29/2025 15:17	11	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Video		System Log Collection  V1			Completed	3/27/2025 19:53	3/27/2025 19:53						3/27/2025 19:54	3/27/2025 19:54	0	0.58	0	[SIEL-S]HR	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:33	2/2/2025 3:33							2/2/2025 3:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						6/4/2025 18:03	6/4/2025 18:03	119	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:33	2/2/2025 3:33							2/2/2025 3:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Registered	4/8/2025 8:41	4/8/2025 8:41							4/8/2025 8:41	0	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:33	2/2/2025 3:33							2/2/2025 3:33	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						4/23/2025 8:21	4/23/2025 8:21	7	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:34	2/2/2025 3:34							2/2/2025 3:34	0	4	0	(SEU) S/W School	1
	 [Software R&D], [Software R&D] System software, Expertise	Online Class		Advanced Linux: The Linux Kernel (2020)			In Progress	3/26/2025 11:54	3/26/2025 11:54							3/26/2025 11:54	0	4.08	0	(LinkedIn Learning) ???? ??	
		External Content		PCIe Architecture: Lecture-1			In Progress	2/19/2025 11:34	2/19/2025 11:34							2/19/2025 11:34	0	0.7	0	External Content	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/29/2025 11:33	5/29/2025 11:33	12	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] Python, Expertise	Online Class		 More Python Tips, Tricks, and Techniques for Data Science			In Progress	4/24/2025 16:07	4/24/2025 16:07							4/24/2025 16:07	0	2.25	0	(LinkedIn Learning) ???? ??	
		External Content		[Cybersecurity Training] HTB Academy: Getting started			Completed	4/25/2025 15:27	4/25/2025 15:27						4/25/2025 15:27	4/25/2025 15:27	0	8	0	External Content	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:34	2/2/2025 3:34							2/2/2025 3:34	0	4	0	(SEU) S/W School	1
	 [Design], [Design] Visual Design, Expertise	Online Class		Ebook Quality Assurance			In Progress	4/25/2025 12:40	4/25/2025 12:40							4/25/2025 12:40	0	1.68	0	(LinkedIn Learning) ???? ??	
		External Content		Fast is better - Performance Testing Foundations Video Tutorial | LinkedIn Learning, formerly Lynda.com			Completed	4/25/2025 15:10	4/25/2025 15:10						4/25/2025 15:10	4/25/2025 15:10	0	1.35	0	External Content	1
	 [Leadership Competency], [Leadership] Change management, Leadership	Online Class		Leadership Skills for The Future			Completed	4/25/2025 15:46	4/25/2025 15:46						4/25/2025 16:16	4/25/2025 16:16	0	0.9	0	(LinkedIn Learning) ???? ??	
	 [Software R&D], [Software R&D] Software management, Expertise	Online Class		Robot Framework Test Automation: Level 1 (Selenium)			In Progress	4/25/2025 16:19	4/25/2025 16:19							4/25/2025 16:20	0	8.3	0	(LinkedIn Learning) ???? ??	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						4/25/2025 15:09	4/25/2025 15:09	14	0.25	0	(SEU) Sales&Marketing School	1
		External Content		SOLID Principles: Introducing Software Architecture & Design			Completed	4/25/2025 12:38	4/25/2025 12:38						4/25/2025 12:38	4/25/2025 12:38	0	2.05	0	External Content	1
		External Content		Testing with JMeter - Apache JMeter Video Tutorial | LinkedIn Learning, formerly Lynda.com			Completed	4/25/2025 12:43	4/25/2025 12:43						4/25/2025 12:43	4/25/2025 12:43	0	0.53	0	External Content	1
		External Content		UX Foundations: Making the Case for Usability Testing | LinkedIn Learning, formerly Lynda.com			Completed	4/25/2025 15:10	4/25/2025 15:10						4/25/2025 15:10	4/25/2025 15:10	0	0.18	0	External Content	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 3:36	2/2/2025 3:36						4/2/2025 14:43	4/2/2025 14:43	0	4	0	(SEU) S/W School	1
	 [Software Tools], Expertise	Online Content		Git & GitHub Crash Course: Create a Repository From Scratch!			Completed	3/26/2025 10:31							3/26/2025 10:53	3/26/2025 10:53	37	0.62	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/23/2025 10:37	5/23/2025 10:37	18	0.25	0	(SEU) Sales&Marketing School	1
	 Expertise	Event		Udemy License Request (2025-2026)			Not Started		3/26/2025 10:12							3/26/2025 10:12	0	0	0	(SEU) L&D Strategy	
	 Expertise	Session		Udemy License Request (2025-2026)	License Request	The UniverSE, Gyeonggi-do, Korea	Registered	3/26/2025 10:12	3/26/2025 10:12		??? ???? ?? (2024-2025)	3/31/2026 17:00	3/31/2026 17:30	KST		3/26/2025 10:12	0	0.02	0	(SEU) L&D Strategy	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:36	2/2/2025 3:36							2/2/2025 3:36	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/23/2025 12:31						2/24/2025 17:00	5/23/2025 12:31	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:29	5/13/2025 12:29		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:29	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/23/2025 12:31	5/23/2025 12:31		Behavioural Training | Creativity & Innovation | Design Thinking Awareness	2/24/2025 15:00	2/24/2025 17:00	IST	2/24/2025 17:00	5/23/2025 12:31	120	2	0	[SRI-Delhi]HR	1
	 [Software Tools], [Software Tools] Python, Expertise	Online Content		Complete Python With DSA Bootcamp + LEETCODE Exercises			In Progress	1/18/2025 21:35									0	60.83	0	(Udemy) ???	
	 [Software Tools], Expertise	Online Content		Data Structures A-Z : Data Structures + Algorithms Bootcamp			In Progress	1/17/2025 15:29	1/17/2025 15:29							1/17/2025 15:29	0	7.73	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/29/2025 12:59	5/29/2025 12:59	115	0.25	0	(SEU) Sales&Marketing School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		Ultimate AWS Certified Solutions Architect Associate 2025			In Progress	4/22/2025 21:34									0	27.5	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:36	2/2/2025 3:36							2/2/2025 3:36	0	4	0	(SEU) S/W School	1
	 [Software Tools], [Software Tools] AWS, Expertise	Online Content		AWS Cloud Practitioner (CLF-C02)			In Progress	4/1/2025 21:35									0	14.15	0	(Udemy) ???	
	 [Software R&D], [Software R&D] Artificial intelligence, Expertise	Online Content		Prompt Engineering for Beginners - Learn ChatGPT Prompting			Completed	1/28/2025 10:21							6/9/2025 15:03	6/9/2025 15:03	51	0.85	0	(Udemy) ???	
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/26/2025 12:20	5/26/2025 12:20	104	0.25	0	(SEU) Sales&Marketing School	1
	 [Functional Competency], [Functional Competency] Machine Learning, Expertise	Online Content		The Complete Prompt Engineering for AI Bootcamp (2025)			In Progress	1/27/2025 19:20									3	22.7	0	(Udemy) ???	
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			In Progress	2/2/2025 3:36	2/2/2025 3:36							2/2/2025 3:36	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/14/2025 14:43						2/12/2025 16:00	5/14/2025 14:43	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:29	5/13/2025 12:29		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:29	90	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:26	5/14/2025 11:26		CPT_Trainings_Q1_2025_NEAT Training: New Features and Best Practices	3/28/2025 11:00	3/28/2025 12:00	IST	3/28/2025 12:00	5/14/2025 11:26	60	1	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 11:35	5/14/2025 11:35		CPT_Trainings_Q1_2025_Application Performance Monitoring	2/6/2025 14:45	3/28/2025 16:15	IST	3/28/2025 16:15	5/14/2025 11:35	72090	1.5	0	[SRI-Delhi]HR	1
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/14/2025 14:43	5/14/2025 14:43		CPT_Trainings_Q1_2025_MUltiple Trainings	2/12/2025 14:00	2/12/2025 16:00	IST	2/12/2025 16:00	5/14/2025 14:43	120	2	0	[SRI-Delhi]HR	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/26/2025 18:22	5/26/2025 18:22	12	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 3:36	2/2/2025 3:36						6/9/2025 13:18	6/9/2025 13:18	0	4	0	(SEU) S/W School	1
		Online Class		Samsung Brand Strategy			Completed	4/8/2025 8:41	4/8/2025 8:41						5/26/2025 16:52	5/26/2025 16:52	12	0.25	0	(SEU) Sales&Marketing School	1
	 Core	Curriculum		[ENG] GenAI PowerUser Program - Level 1, 2 (Global)			Completed	2/2/2025 3:36	2/2/2025 3:36						6/9/2025 11:28	6/9/2025 11:28	0	4	0	(SEU) S/W School	1
	 Expertise	Event		Business Trainings_SRID			Completed		5/13/2025 12:29						2/12/2025 15:30	5/13/2025 12:29	0	0	0	[SRI-Delhi]HR	
	 Expertise	Session		Business Trainings_SRID		SRI-D, Plot 2A ,Sec-126 Noida-201303, India	Completed	5/13/2025 12:29	5/13/2025 12:29		CPT_Trainings_Q1_2025	2/12/2025 14:00	2/12/2025 15:30	IST	2/12/2025 15:30	5/13/2025 12:29	90	1.5	0	[SRI-Delhi]HR	1
